lon,lat
-94.31001479999999,37.1613276
-73.9562105,40.8134463
-73.9562105,40.8134463
-73.9562105,40.8134463
-73.9478665,40.7901738
-73.9478665,40.7901738
-73.9816433,40.7447163
-74.1011698,40.6202148
-74.166336,40.5598091
-74.166336,40.5598091
-73.98103019999999,40.7187077
-73.98103019999999,40.7187077
-73.983154,40.7221008
-73.9740138,40.7249241
-73.99132759999999,40.7578775
-73.99132759999999,40.7578775
-73.976146,40.758501
-73.976146,40.758501
-73.9709872,40.765301
-73.9709872,40.765301
-73.9709872,40.765301
-73.9709872,40.765301
-73.9709872,40.765301
-73.9769031,40.7851039
-73.9050863,40.8327501
-73.9401264,40.7867498
-73.9386227,40.8030042
-73.9386227,40.8030042
-73.9402941,40.8285306
-73.9402941,40.8285306
-73.9292718,40.83609879999999
-73.935219,40.845284
-73.946055,40.840407
-73.946055,40.840407
-73.946055,40.840407
-73.9398856,40.8504154
-73.91485750000001,40.8245063
-73.9169127,40.8383387
-73.8874273,40.8595729
-84.3679434,33.7489735
-84.3679434,33.7489735
-73.956165,40.6537806
-73.956165,40.6537806
-73.9096327,40.699736
-73.91407199999999,40.6988381
-73.99083619999999,40.6923814
-73.99083619999999,40.6923814
-73.9675445,40.6924901
-73.9429425,40.7160994
-73.8997102,40.7109888
-73.8997102,40.7109888
-73.8997102,40.7109888
-73.8687602,40.74763650000001
-73.8661303,40.74297960000001
-73.7631524,40.6820339
-73.7755433,40.6972178
-92.318378,34.7408231
-92.318378,34.7408231
-92.318378,34.7408231
-92.318378,34.7408231
-92.318378,34.7408231
-92.318378,34.7408231
-74.0751202,40.642211
-73.96260339999999,40.7675907
-73.97139279999999,40.7658407
-73.9805353,40.7824783
-73.9592414,40.7633741
-73.9735905,40.7873659
-73.9463304,40.8127484
-73.9411026,40.8337317
-73.9449412,40.8335032
-73.9240559,40.8618911
-73.87714059999999,40.823965
-73.87714059999999,40.823965
-73.87714059999999,40.823965
-73.8642526,40.8229466
-73.87714059999999,40.823965
-80.003695,40.4334
-73.9024234,40.8545577
-73.8540762,40.8734473
-73.9302185,40.6578925
-73.9302185,40.6578925
-73.9302185,40.6578925
-73.95118599999999,40.658093
-73.9457382,40.6614374
-73.90584350000002,40.6774827
-85.7395038,38.2371071
-73.88026789999999,40.6669031
-73.87987600000001,40.6742366
-73.87987600000001,40.6742366
-121.9448255,37.2482307
-73.94181329999999,40.700951
-73.8173535,40.5885234
-73.7390612,40.7073529
-73.9358918,40.7739368
-74.0084215,40.7095468
-73.99279779999999,40.742903
-73.99279779999999,40.742903
-73.99317239999999,40.7418926
-73.92191729999999,40.8087138
-73.899991,40.82253499999999
-73.8979684,40.8559479
-73.8979684,40.8559479
-73.94248499999999,40.600369
-73.9290704,40.6504235
-73.94757,40.6690425
-70.28401079999999,43.6771426
-73.87987600000001,40.6742366
-96.88019899999999,32.820946
-73.8815656,40.6689142
-73.939413,40.6899522
-73.98504249999999,40.6999451
-74.00702540000002,40.7098694
-73.92683509999999,40.6866976
-73.7275313,40.6971486
-73.8304757,40.6601435
-74.0175426,40.7068906
-73.9992771,40.7309271
-73.9829823,40.72129470000001
-73.9911705,40.7568489
-76.8413408,39.0973159
-76.8413408,39.0973159
-76.8413408,39.0973159
-73.9410336,40.83392449999999
-73.9213317,40.8077692
-73.9213317,40.8077692
-73.9753064,40.68668419999999
-73.9959914,40.6317724
-73.946748,40.6379074
-70.28401079999999,43.6771426
-70.28401079999999,43.6771426
-73.8838619,40.679932
-74.0118124,40.6757737
-73.9753064,40.68668419999999
-73.9955827,40.7022854
-73.9955827,40.7022854
-73.9955827,40.7022854
-73.9955827,40.7022854
-73.9959131,40.7015644
-73.9959131,40.7015644
-73.9959131,40.7015644
-73.9959131,40.7015644
-73.9681937,40.7063541
-73.9681937,40.7063541
-73.7618536,40.59946790000001
-73.7618536,40.59946790000001
-73.97019159999999,40.7584868
-73.9834487,40.76786870000001
-73.9805353,40.7824783
-73.9505396,40.7946558
-73.9624664,40.815718
-73.9624664,40.815718
-73.9624664,40.815718
-73.9624664,40.815718
-73.9624664,40.815718
-73.9454653,40.80714
-73.9454653,40.80714
-73.9512742,40.8113114
-73.9148828,40.8149146
-97.1508961,31.5668807
-73.850202,40.828332
-73.9753064,40.68668419999999
-73.91485750000001,40.8245063
-73.91485750000001,40.8245063
-73.91485750000001,40.8245063
-80.003695,40.4334
-73.89855659999999,40.8576802
-73.89855659999999,40.8576802
-73.89050739999999,40.851226
-73.9121918,40.8841699
-86.0634504,39.9182114
-73.98990859999999,40.7629423
-73.9080267,40.676295
-73.87634899999999,40.681299
-73.9408926,40.6927802
-73.8092502,40.5896434
-73.8092502,40.5896434
-73.8092502,40.5896434
-73.825008,40.677725
-73.825008,40.677725
-73.825008,40.677725
-74.13181999999999,40.60593679999999
-73.8686781,40.737344
-86.010322,30.2806745
-74.15927359999999,40.6252624
-74.15927359999999,40.6252624
-73.9819337,40.7368639
-73.9819337,40.7368639
-73.95862149999999,40.77922090000001
-73.9544957,40.7781416
-73.9584515,40.7792547
-73.9456902,40.7736925
-73.9438792,40.7861279
-73.94133219999999,40.7882355
-73.94133219999999,40.7882355
-73.9725346,40.7931444
-94.7053013,37.3961631
-73.9438017,40.8269707
-73.8495992,40.8204608
-73.92714149999999,40.8365593
-73.88457450000001,40.84942789999999
-94.7053013,37.3961631
-73.91169119999999,40.88381529999999
-73.9499397,40.6450701
-71.2805559,44.0749019
-71.2805559,44.0749019
-73.94792,40.641709
-73.94792,40.641709
-73.9440097,40.6530101
-122.4036994,37.79730929999999
-73.9068734,40.660182
-74.00702540000002,40.7098694
-73.9080267,40.676295
-73.9276237,40.7012793
-73.9197228,40.6987489
-73.9606451,40.6882504
-73.825008,40.677725
-73.852083,40.7225594
-84.4720119,33.9048142
-84.4720119,33.9048142
-84.4720119,33.9048142
-74.0780654,40.6447959
-74.0780654,40.6447959
-74.0780654,40.6447959
-74.08876889999999,40.58018879999999
-73.98663,40.7184349
-73.9825664,40.7313474
-76.8413408,39.0973159
-73.9448683,40.8023512
-73.9480254,40.8032343
-73.9480254,40.8032343
-73.94861519999999,40.8296725
-73.9437993,40.8277802
-73.94795409999999,40.8141875
-73.90151279999999,40.8381817
-73.8669456,40.8369967
-73.9795594,40.5900846
-73.933283,40.6016594
-73.94172259999999,40.5974802
-73.9595858,40.6504924
-73.95432799999999,40.657032
-73.90826489999999,40.6573154
-73.8773983,40.6719971
-74.0093492,40.6764534
-73.9222369,40.6896184
-74.07088259999999,40.61202309999999
-73.93888009999999,40.8050035
-73.93888009999999,40.8050035
-73.93888009999999,40.8050035
